[2026-03-29T13:42:50.517Z] GET https://help.onekey.so/en/collections/18871692-onekey-perps → 200 (854ms, ?B)
[2026-03-29T13:45:38.510Z] GET https://downloads.intercomcdn.com/i/o/vbbj4ssb/724255/5310710a49a60bc93b076c653f1a/6132e5329ac62ebed719f8573a56d1f5.png → 200 (?ms, 3572B)
[2026-03-29T13:45:38.511Z] GET https://www.youtube.com/embed/UwiKr1rW3xg → pending (?ms, ?B)
[2026-03-29T13:45:38.511Z] GET https://www.youtube.com/embed/OIhrbYBVVio → pending (?ms, ?B)
[2026-03-29T13:45:38.512Z] GET https://intercom.help/onekeyhq/assets/svg/icon:social-twitter-x/909aa5 → 200 (?ms, 342B)
[2026-03-29T13:45:38.512Z] GET https://intercom.help/onekeyhq/assets/svg/icon:social-instagram/909aa5 → 200 (?ms, 1715B)
[2026-03-29T13:45:38.512Z] GET https://intercom.help/onekeyhq/assets/svg/icon:social-youtube/909aa5 → 200 (?ms, 602B)
[2026-03-29T13:45:38.517Z] GET https://downloads.intercomcdn.com/i/o/vbbj4ssb/724550/89ab36a0903678739cbacb1c70f5/076c22a7679141346852332fdc987558.png → 200 (?ms, 756550B)
[2026-03-29T13:45:38.546Z] GET https://www.googletagmanager.com/gtag/js?id=G-Q1BFJRQENS → 200 (?ms, 464615B)
[2026-03-29T13:45:39.022Z] GET https://www.youtube.com/s/player/8e54e4ea/www-player.css → 200 (120ms, 526667B)
[2026-03-29T13:45:39.022Z] GET https://www.youtube.com/s/_/ytembeds/_/ss/k=ytembeds.base.SlGWpW6fZfo.L.W.O/am=AAAABQ/d=0/br=1/rs=AGKMywFANMlnidlOXAMP1tvjC5uYvVW_EA → 200 (198ms, 339861B)
[2026-03-29T13:45:39.104Z] GET https://www.youtube.com/s/_/ytembeds/_/js/k=ytembeds.base.en_US.doYDkur-XFQ.es5.O/am=AAAABQ/d=1/br=1/rs=AGKMywH3hPuwJEU4B5Y5dpLIvxyDGM-sUA/m=root,base → 200 (269ms, 783194B)
[2026-03-29T13:45:39.104Z] GET https://www.youtube.com/s/player/8e54e4ea/player_embed.vflset/ja_JP/base.js → 200 (386ms, 1660051B)
[2026-03-29T13:45:39.472Z] GET https://www.youtube.com/s/player/8e54e4ea/www-player.css → 200 (?ms, 526667B)
[2026-03-29T13:45:39.472Z] GET https://www.youtube.com/s/_/ytembeds/_/ss/k=ytembeds.base.SlGWpW6fZfo.L.W.O/am=AAAABQ/d=0/br=1/rs=AGKMywFANMlnidlOXAMP1tvjC5uYvVW_EA → 200 (1ms, 339861B)
[2026-03-29T13:45:39.528Z] GET https://www.youtube.com/s/_/ytembeds/_/js/k=ytembeds.base.en_US.doYDkur-XFQ.es5.O/am=AAAABQ/d=1/br=1/rs=AGKMywH3hPuwJEU4B5Y5dpLIvxyDGM-sUA/m=root,base → 200 (?ms, ?B)
[2026-03-29T13:45:39.541Z] GET https://googleads.g.doubleclick.net/pagead/id → pending (?ms, ?B)
[2026-03-29T13:45:39.541Z] GET https://static.doubleclick.net/instream/ad_status.js → pending (?ms, ?B)
[2026-03-29T13:45:39.541Z] GET https://www.youtube.com/s/_/ytembeds/_/js/k=ytembeds.base.en_US.doYDkur-XFQ.es5.O/am=AAAABQ/d=1/exm=base,root/ed=1/br=1/rs=AGKMywH3hPuwJEU4B5Y5dpLIvxyDGM-sUA/m=r78Drb → pending (?ms, ?B)
[2026-03-29T13:45:39.584Z] GET https://www.youtube.com/s/player/8e54e4ea/player_embed.vflset/ja_JP/base.js → 200 (?ms, 1660051B)
[2026-03-29T13:45:39.620Z] GET https://googleads.g.doubleclick.net/pagead/id → 302 (253ms, ?B)
[2026-03-29T13:45:39.620Z] GET https://static.doubleclick.net/instream/ad_status.js → 200 (245ms, 29B)
[2026-03-29T13:45:39.620Z] GET https://www.youtube.com/s/_/ytembeds/_/js/k=ytembeds.base.en_US.doYDkur-XFQ.es5.O/am=AAAABQ/d=1/exm=base,root/ed=1/br=1/rs=AGKMywH3hPuwJEU4B5Y5dpLIvxyDGM-sUA/m=r78Drb → 200 (185ms, 541032B)
[2026-03-29T13:45:39.840Z] GET https://fonts.gstatic.com/s/roboto/v48/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBHMdazQ.woff2 → 200 (432ms, 34668B)
[2026-03-29T13:45:39.840Z] GET https://i.ytimg.com/vi_webp/UwiKr1rW3xg/sddefault.webp → pending (?ms, ?B)
[2026-03-29T13:45:39.852Z] GET https://fonts.gstatic.com/s/roboto/v48/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBHMdazQ.woff2 → 200 (419ms, 34668B)
[2026-03-29T13:45:39.852Z] GET https://i.ytimg.com/vi_webp/OIhrbYBVVio/sddefault.webp → 200 (704ms, ?B)
[2026-03-29T13:45:39.855Z] GET https://yt3.ggpht.com/SjkSWsZXzbfcgb-EQOZ0ZkpmoRTiuS72e75yKz0cZljr2kKet3btZi2hPujOqdoBiWTWHBrwFQ=s68-c-k-c0x00ffffff-no-rj → 200 (670ms, 1262B)
[2026-03-29T13:45:39.855Z] GET https://www.gstatic.com/youtube/img/icons/mweb/youtube_fill/logo/v2/67px.svg → 200 (338ms, 478B)
[2026-03-29T13:45:39.873Z] GET https://googleads.g.doubleclick.net/pagead/id?slf_rd=1 → 200 (181ms, 100B)
[2026-03-29T13:45:39.957Z] GET https://googleads.g.doubleclick.net/pagead/id?slf_rd=1 → 200 (?ms, 100B)
[2026-03-29T13:45:40.044Z] GET https://www.google.com/js/th/W3hOK411iNsxiV_lNycEQUAjy7OgrUa5kRPIJbIquA0.js → 200 (122ms, 62119B)
[2026-03-29T13:45:40.121Z] GET https://www.google.com/js/th/W3hOK411iNsxiV_lNycEQUAjy7OgrUa5kRPIJbIquA0.js → 200 (45ms, 62119B)
[2026-03-29T13:45:40.223Z] GET https://www.youtube.com/generate_204?gxfjaQ → 204 (80ms, ?B)
[2026-03-29T13:45:40.229Z] POST https://jnn-pa.googleapis.com/$rpc/google.internal.waa.v1.Waa/GenerateIT → pending (?ms, ?B)
[2026-03-29T13:45:40.235Z] GET https://www.youtube.com/generate_204?NgyB4w → 204 (82ms, ?B)
[2026-03-29T13:45:40.242Z] POST https://jnn-pa.googleapis.com/$rpc/google.internal.waa.v1.Waa/GenerateIT → pending (?ms, ?B)
[2026-03-29T13:45:40.716Z] GET https://widget.intercom.io/widget/vbbj4ssb → 304 (80ms, ?B)
[2026-03-29T13:45:42.673Z] POST https://www.youtube.com/youtubei/v1/log_event?alt=json → 200 (110ms, 28B)
[2026-03-29T13:45:42.686Z] POST https://www.youtube.com/youtubei/v1/log_event?alt=json → 200 (87ms, 28B)
[2026-03-29T13:45:43.559Z] POST https://www.google-analytics.com/g/collect?v=2&tid=G-Q1BFJRQENS&gtm=45je63p1v9222679051za200zd9222679051&_p=1774791938544&gcd=13l3l3l3l1l1&npa=0&dma=0&cid=1230451128.1774791773&ul=en-us&sr=1280x720&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=26.4.0&uaw=0&are=1&frm=0&pscdl=noapi&_eu=AAAAAAQ&_s=1&tag_exp=0~115616986~115938465~115938469~117484252&sid=1774791772&sct=1&seg=1&dl=https%3A%2F%2Fhelp.onekey.so%2Fen%2Farticles%2F13990229-video-tutorials&dt=Video%20Tutorials%20%7C%20OneKey%20Help%20Center&en=page_view&_ee=1&tfd=5442 → pending (?ms, ?B)
[2026-03-29T13:46:39.390Z] POST https://www.youtube.com/youtubei/v1/log_event?alt=json → pending (?ms, ?B)
[2026-03-29T13:46:39.524Z] POST https://www.youtube.com/youtubei/v1/log_event?alt=json → pending (?ms, ?B)
[2026-03-29T13:47:39.969Z] GET https://googleads.g.doubleclick.net/pagead/id → 302 (256ms, ?B)
[2026-03-29T13:47:40.058Z] GET https://googleads.g.doubleclick.net/pagead/id → 302 (81ms, ?B)
[2026-03-29T13:47:40.140Z] GET https://googleads.g.doubleclick.net/pagead/id?slf_rd=1 → 200 (169ms, 100B)
[2026-03-29T13:47:40.225Z] GET https://googleads.g.doubleclick.net/pagead/id?slf_rd=1 → 200 (?ms, 100B)
